static,10; 1;  0.3254; 61101
static,10; 1;  0.3189; 117848
static,10; 1;  0.3288; 102151
static,10; 1;  0.3448; 83814
static,10; 1;  0.3315; 93755
static,10; 2;  0.3311; 71645
static,10; 2;  0.3204; 62276
static,10; 2;  0.3464; 100965
static,10; 2;  0.3162; 81231
static,10; 2;  0.3447; 56953
static,10; 4;  0.3256; 72059
static,10; 4;  0.3383; 105645
static,10; 4;  0.3151; 116128
static,10; 4;  0.3424; 78223
static,10; 4;  0.3353; 68090
static,10; 8;  0.3298; 106042
static,10; 8;  0.3279; 60924
static,10; 8;  0.3509; 58894
static,10; 8;  0.3187; 77873
static,10; 8;  0.3210; 73819
static,10; 12; 0.3255; 68585
static,10; 12; 0.3447; 65896
static,10; 12; 0.3303; 77624
static,10; 12; 0.3262; 96827
static,10; 12; 0.3447; 47093
static,5;  1;  0.3243; 129497
static,5;  1;  0.3134; 80708
static,5;  1;  0.3252; 149210
static,5;  1;  0.3080; 127970
static,5;  1;  0.3064; 60321
static,5;  2;  0.3157; 76960
static,5;  2;  0.3030; 84232
static,5;  2;  0.3108; 85423
static,5;  2;  0.3203; 72304
static,5;  2;  0.3150; 103681
static,5;  4;  0.3293; 76532
static,5;  4;  0.3266; 91798
static,5;  4;  0.3194; 40777
static,5;  4;  0.3148; 47583
static,5;  4;  0.3280; 119168
static,5;  8;  0.3352; 110466
static,5;  8;  0.3139; 114550
static,5;  8;  0.3072; 106020
static,5;  8;  0.3200; 86444
static,5;  8;  0.3170; 77272
static,5;  12; 0.3176; 109737
static,5;  12; 0.3060; 79991
static,5;  12; 0.3119; 87732
static,5;  12; 0.3224; 59574
static,5;  12; 0.3131; 121292
static,2;  1;  0.3302; 101156
static,2;  1;  0.3444; 121414
static,2;  1;  0.3147; 93314
static,2;  1;  0.3119; 71446
static,2;  1;  0.3123; 62907
static,2;  2;  0.3344; 93250
static,2;  2;  0.3152; 42361
static,2;  2;  0.3207; 49796
static,2;  2;  0.3216; 61382
static,2;  2;  0.3198; 110191
static,2;  4;  0.3126; 72224
static,2;  4;  0.3213; 58209
static,2;  4;  0.3175; 80937
static,2;  4;  0.3182; 77776
static,2;  4;  0.3073; 91271
static,2;  8;  0.3288; 64354
static,2;  8;  0.3075; 92597
static,2;  8;  0.3120; 62612
static,2;  8;  0.3002; 89427
static,2;  8;  0.3516; 98025
static,2;  12; 0.3242; 70125
static,2;  12; 0.3042; 70940
static,2;  12; 0.3849; 77197
static,2;  12; 0.3138; 44143
static,2;  12; 0.3089; 99933
dynamic;   1;  0.2897; 72410
dynamic;   1;  0.2845; 95901
dynamic;   1;  0.2965; 114832
dynamic;   1;  0.2870; 39582
dynamic;   1;  0.2810; 76752
dynamic;   2;  0.2910; 81823
dynamic;   2;  0.2840; 107412
dynamic;   2;  0.2832; 76621
dynamic;   2;  0.2890; 130169
dynamic;   2;  0.2885; 92410
dynamic;   4;  0.2971; 56372
dynamic;   4;  0.2904; 51649
dynamic;   4;  0.2871; 60078
dynamic;   4;  0.2808; 77635
dynamic;   4;  0.2902; 118893
dynamic;   8;  0.2881; 81611
dynamic;   8;  0.2856; 62048
dynamic;   8;  0.2855; 121890
dynamic;   8;  0.2859; 80448
dynamic;   8;  0.2828; 62084
dynamic;   12; 0.2870; 107183
dynamic;   12; 0.2846; 70898
dynamic;   12; 0.2885; 110659
dynamic;   12; 0.2908; 45777
dynamic;   12; 0.2850; 58024
guided;    1;  0.2962; 132572
guided;    1;  0.2980; 94908
guided;    1;  0.2977; 66205
guided;    1;  0.3122; 168761
guided;    1;  0.2986; 103137
guided;    2;  0.2953; 76021
guided;    2;  0.2903; 68913
guided;    2;  0.3009; 105321
guided;    2;  0.2963; 129495
guided;    2;  0.2929; 52309
guided;    4;  0.2971; 44324
guided;    4;  0.3026; 54292
guided;    4;  0.2970; 158041
guided;    4;  0.2948; 60805
guided;    4;  0.2924; 44802
guided;    8;  0.2932; 91587
guided;    8;  0.2951; 83269
guided;    8;  0.2972; 89751
guided;    8;  0.2923; 33859
guided;    8;  0.2961; 85930
guided;    12; 0.2916; 119102
guided;    12; 0.3057; 98718
guided;    12; 0.2886; 108937
guided;    12; 0.2893; 97033
guided;    12; 0.2940; 84205
