500; 1; 1.4705; 1721247
500; 1; 1.4735; 1753366
500; 1; 1.4640; 1747288
500; 1; 1.4558; 1808027
500; 1; 1.4583; 1805103
500; 2; 0.7486; 985092
500; 2; 0.7323; 982900
500; 2; 0.7337; 1059926
500; 2; 0.7293; 1002803
500; 2; 0.7343; 924856
500; 4; 0.6760; 835624
500; 4; 0.3776; 721385
500; 4; 0.3935; 788579
500; 4; 0.3801; 752894
500; 4; 0.3709; 754445
500; 8; 0.3628; 622801
500; 8; 0.3598; 461287
500; 8; 0.3547; 622818
500; 8; 0.3582; 390016
500; 8; 0.3482; 731870
500; 12; 0.4447; 567799
500; 12; 0.4406; 705540
500; 12; 0.5683; 648865
500; 12; 0.3790; 649953
500; 12; 0.4439; 582264
