Size, Mode, Time, L2_DCM, MFLOPS, CPI
1000000, abc[ ? ][3], 130842.0, 32251.4, 456.742, 2.96
1000000, abc[3][ ? ], 133867.2, 10534.0, 444.776, 3.09
1000000, struct, 132623.2, 1782.8, 459.150, 2.96
