128, 16, 2905, 50373, 1189.64, 0.41
128, 16, 2895, 49540, 1194.23, 0.41
128, 16, 2956, 50392, 1168.79, 0.41
128, 16, 2967, 50564, 1165.02, 0.41
128, 16, 3293, 51905, 1050.94, 0.41
128, 32, 1286, 34156, 2863.21, 0.40
128, 32, 1296, 33319, 2837.47, 0.40
128, 32, 1262, 34029, 2916.71, 0.40
128, 32, 1314, 34204, 2802.92, 0.40
128, 32, 1339, 33366, 2746.90, 0.40
128, 64, 1568, 20882, 2749.80, 0.48
128, 64, 1294, 20456, 3309.27, 0.47
128, 64, 1372, 21118, 3132.84, 0.47
128, 64, 1399, 21444, 3069.11, 0.48
128, 64, 1338, 21114, 3208.66, 0.47
512, 16, 149629, 3734999, 1173.40, 0.43
512, 16, 148820, 3758447, 1179.19, 0.42
512, 16, 151359, 3757051, 1159.92, 0.43
512, 16, 147259, 3767396, 1191.86, 0.42
512, 16, 151545, 3745578, 1158.22, 0.43
512, 32, 68949, 2772078, 2693.89, 0.42
512, 32, 70132, 2775003, 2648.55, 0.42
512, 32, 69380, 2773848, 2677.74, 0.42
512, 32, 71604, 2769580, 2596.62, 0.43
512, 32, 71558, 2753516, 2596.83, 0.43
512, 64, 70891, 2080637, 3057.94, 0.48
512, 64, 71721, 2133511, 3007.75, 0.48
512, 64, 68895, 2126998, 3140.77, 0.48
512, 64, 68815, 2117579, 3142.57, 0.48
512, 64, 70457, 2110314, 3064.76, 0.48
1024, 16, 1114311, 28130271, 1111.63, 0.45
1024, 16, 1062046, 28061079, 1166.12, 0.43
1024, 16, 1055263, 28140904, 1173.66, 0.43
1024, 16, 1051720, 28003975, 1177.07, 0.43
1024, 16, 1062592, 27890194, 1165.69, 0.43
1024, 32, 504612, 20930585, 2596.39, 0.44
1024, 32, 504407, 20912501, 2598.09, 0.44
1024, 32, 506933, 21006971, 2583.95, 0.44
1024, 32, 507394, 20983482, 2583.61, 0.44
1024, 32, 505444, 20808364, 2592.63, 0.44
1024, 64, 504817, 16126592, 3019.82, 0.49
1024, 64, 508052, 16293234, 2995.23, 0.49
1024, 64, 505890, 16256502, 3006.15, 0.49
1024, 64, 503190, 16146452, 3033.05, 0.49
1024, 64, 504122, 16189179, 3016.91, 0.49
