1000000, 1, 131147, 35673, 523.14, 2.96
1000000, 1, 130599, 34976, 527.09, 2.96
1000000, 1, 129573, 34493, 529.53, 2.96
1000000, 1, 130461, 34438, 526.10, 2.96
1000000, 1, 145258, 36988, 472.18, 2.95
1000000, 2, 144377, 13385, 490.49, 3.09
1000000, 2, 133966, 15482, 528.38, 3.09
1000000, 2, 132739, 12464, 533.05, 3.11
1000000, 2, 133643, 12494, 529.42, 3.09
1000000, 2, 135464, 14609, 517.58, 3.09
1000000, 3, 130132, 2048, 536.74, 2.96
1000000, 3, 130741, 3397, 526.78, 2.96
1000000, 3, 130857, 2158, 526.37, 2.95
1000000, 3, 131341, 2308, 531.89, 2.96
1000000, 3, 151003, 1941, 462.74, 2.95
