128, 2, 1543, 19528, 2822.84, 0.41
128, 2, 1203, 15634, 3616.73, 0.41
128, 2, 1253, 25492, 3478.23, 0.41
128, 2, 1211, 26240, 3599.04, 0.41
128, 2, 1177, 20841, 3697.34, 0.41
128, 4, 2243, 9088, 1936.58, 0.54
128, 4, 2209, 7700, 1971.14, 0.54
128, 4, 2380, 14016, 1831.99, 0.55
128, 4, 2231, 10063, 1950.48, 0.54
128, 4, 2300, 9214, 1892.08, 0.54
128, 16, 1061, 12720, 4170.25, 0.37
128, 16, 1085, 12528, 4082.37, 0.38
128, 16, 1222, 12940, 3621.56, 0.37
128, 16, 1046, 12859, 4228.25, 0.37
128, 16, 1026, 11826, 4314.57, 0.37
128, 64, 1059, 5938, 4970.14, 0.37
128, 64, 1096, 5841, 4792.80, 0.37
128, 64, 1094, 6272, 4803.66, 0.37
128, 64, 1058, 6831, 4951.34, 0.37
128, 64, 1060, 5500, 4936.95, 0.37
512, 2, 78953, 769244, 3566.82, 0.41
512, 2, 74925, 700141, 3754.88, 0.40
512, 2, 76781, 721885, 3665.74, 0.41
512, 2, 76364, 716092, 3684.34, 0.41
512, 2, 75723, 711329, 3715.39, 0.41
512, 4, 141624, 362651, 1982.31, 0.53
512, 4, 144617, 364888, 1938.92, 0.54
512, 4, 144626, 370833, 1938.82, 0.54
512, 4, 139725, 350043, 2005.31, 0.53
512, 4, 137265, 351823, 2041.98, 0.53
512, 16, 69505, 460653, 4097.13, 0.37
512, 16, 62306, 450269, 4567.04, 0.36
512, 16, 63004, 437220, 4516.92, 0.36
512, 16, 80253, 564861, 3552.96, 0.38
512, 16, 66509, 467147, 4281.84, 0.37
512, 64, 59694, 526148, 5971.67, 0.34
512, 64, 62215, 533107, 5718.70, 0.35
512, 64, 62290, 540112, 5720.53, 0.35
512, 64, 64352, 557521, 5534.59, 0.35
512, 64, 66169, 591419, 5383.19, 0.36
1024, 2, 656643, 5123700, 3417.50, 0.42
1024, 2, 638060, 4799843, 3516.30, 0.42
1024, 2, 635881, 5010440, 3528.55, 0.42
1024, 2, 626047, 6144629, 3584.05, 0.41
1024, 2, 619688, 4775259, 3619.53, 0.41
1024, 4, 1147547, 1476680, 1953.93, 0.54
1024, 4, 1172490, 1518106, 1912.73, 0.54
1024, 4, 1170872, 1715794, 1916.28, 0.55
1024, 4, 1164884, 1621692, 1929.80, 0.54
1024, 4, 1189999, 1635675, 1889.12, 0.54
1024, 16, 518422, 2737062, 4351.68, 0.37
1024, 16, 518503, 2806478, 4350.69, 0.37
1024, 16, 525027, 2864176, 4299.65, 0.37
1024, 16, 501700, 2517241, 4494.08, 0.37
1024, 16, 526742, 2721258, 4285.38, 0.37
1024, 64, 470976, 2711459, 5557.04, 0.33
1024, 64, 475010, 2836001, 5514.08, 0.33
1024, 64, 484378, 2796497, 5404.23, 0.33
1024, 64, 468056, 2787463, 5593.78, 0.33
1024, 64, 462656, 2720655, 5661.69, 0.33
