1000000, 1, 130278, 31023, 458.43, 2.96
1000000, 1, 129809, 31024, 460.04, 2.95
1000000, 1, 129501, 34126, 462.30, 2.96
1000000, 1, 131616, 30799, 453.79, 2.96
1000000, 1, 133006, 34285, 449.15, 2.96
1000000, 2, 133033, 10234, 463.59, 3.09
1000000, 2, 134301, 12795, 379.12, 3.09
1000000, 2, 133809, 12152, 461.14, 3.09
1000000, 2, 133608, 9758, 461.69, 3.09
1000000, 2, 134585, 7731, 458.34, 3.09
1000000, 3, 132886, 1648, 458.34, 2.96
1000000, 3, 131850, 1711, 461.93, 2.96
1000000, 3, 134267, 1831, 453.47, 2.96
1000000, 3, 132659, 2393, 458.94, 2.96
1000000, 3, 131454, 1331, 463.07, 2.96
