128, 16, 2863, 50833, 996.85, 0.41
128, 16, 3442, 52109, 829.43, 0.41
128, 16, 2892, 48543, 987.15, 0.41
128, 16, 2843, 47920, 1004.21, 0.41
128, 16, 2818, 48019, 1013.17, 0.41
128, 32, 1288, 33449, 0.01, 0.40
128, 32, 1372, 31292, 0.01, 0.41
128, 32, 1331, 33335, 0.01, 0.40
128, 32, 1677, 34076, 0.01, 0.40
128, 32, 1317, 32211, 0.01, 0.41
128, 64, 1401, 20010, 0.02, 0.48
128, 64, 1348, 20068, 0.03, 0.48
128, 64, 1325, 20524, 0.02, 0.48
128, 64, 1302, 20184, 0.01, 0.47
128, 64, 1703, 19590, 0.01, 0.47
512, 16, 146087, 3709447, 957.13, 0.42
512, 16, 153446, 3697326, 911.31, 0.42
512, 16, 166976, 3724688, 836.78, 0.42
512, 16, 146184, 3697627, 956.56, 0.43
512, 16, 147600, 3717356, 947.58, 0.42
512, 32, 68190, 2755955, 0.01, 0.42
512, 32, 86718, 2715050, 0.00, 0.43
512, 32, 67947, 2767811, 0.00, 0.42
512, 32, 76104, 2771734, 0.00, 0.42
512, 32, 88092, 2761680, 0.00, 0.42
512, 64, 68919, 2127060, 0.00, 0.48
512, 64, 83646, 2109792, 0.00, 0.48
512, 64, 70032, 2095190, 0.00, 0.49
512, 64, 68402, 2135868, 0.00, 0.48
512, 64, 88125, 2141787, 0.00, 0.47
1024, 16, 1029802, 27491578, 950.44, 0.43
1024, 16, 1024945, 27499798, 954.97, 0.43
1024, 16, 1039834, 27679272, 941.39, 0.43
1024, 16, 1035360, 27569207, 945.26, 0.43
1024, 16, 1037910, 27487513, 942.85, 0.43
1024, 32, 490144, 20658839, 0.00, 0.43
1024, 32, 495246, 20626236, 0.00, 0.44
1024, 32, 490896, 20673754, 0.01, 0.43
1024, 32, 492249, 20579044, 0.00, 0.44
1024, 32, 509370, 20548023, 0.00, 0.44
1024, 64, 493871, 16034929, 0.00, 0.49
1024, 64, 518850, 15935116, 0.00, 0.49
1024, 64, 490271, 16135897, 0.00, 0.49
1024, 64, 497932, 16045078, 0.00, 0.49
1024, 64, 495209, 16066791, 0.00, 0.49
